Answer,Atoms,Backjumps,Bodies,Bounds LB,Bounds UB,CPU Time,CPU time,Calls,Choices,Conflicts,Constraints,Date,Equivalences,Instance,Lemmas,Log,Model-Level,Models,Obj updates,Obj val,Optimization,Problems,Real time,Restarts,Result,Rules,Sys time,TIME LIMIT,Time,Uptime,Used memory,Variables,c   Binary,c   Bounded,c   Choice,c   Conflict,c   Count,c   Executed,c   Loop,c   Minimize,c   Other,c   Ternary
1.0,6438.0,9259.0,13253.0,,,1.792,0.0,1.0,12803.0,9275.0,40583.0,2025.0,3231.0,instances/bms/100/bible.txt,10406.0,100-02-ASP-reachability/bms3000/bible.txt.lp.log.gz,158.0,1.0,1,64,64.0,16.0,1.9,0.0,opt,18343.0,0.0,,1.804,20.0,NaN,11554.0,525.0,8.0,478.0,9259.0,133.0,9251.0,1147.0,1.0,0.0,259.0
1.0,5277.0,6.0,6384.0,,,0.044,0.1,1.0,295.0,14.0,17206.0,2025.0,1709.0,instances/bms/100/fields.c,140.0,100-02-ASP-reachability/bms3000/fields.c.lp.log.gz,267.0,1.0,1,92,92.0,8.0,0.1,0.0,opt,10814.0,0.0,,0.054,20.0,NaN,5558.0,78.0,0.0,279.0,6.0,15.0,6.0,134.0,1.0,0.0,10.0
1.0,5544.0,13.0,7057.0,,,0.047,0.1,1.0,437.0,35.0,18136.0,2025.0,2019.0,instances/bms/100/grammar.lsp,266.0,100-02-ASP-reachability/bms3000/grammar.lsp.lp.log.gz,247.0,1.0,1,76,76.0,22.0,0.1,0.0,opt,11603.0,0.0,,0.049,20.0,NaN,5850.0,153.0,3.0,312.0,13.0,28.0,10.0,253.0,1.0,0.0,8.0
,4908.0,70300346.0,3721.0,18,*,3577.443,0.0,1.0,87287610.0,70300363.0,6856.0,2025.0,1607.0,instances/bms/100/alphabet.txt,70300996.0,100-02-ASP-reachability/bms3000/alphabet.txt.lp.log.gz,,0.0,0,0,,18.0,3600.1,46386.0,unknown,7641.0,0.0,1.0,3600.007,21.0,NaN,2968.0,812.0,1.0,244.0,70300346.0,0.0,70300345.0,650.0,1.0,0.0,686.0
1.0,5146.0,195.0,4917.0,,,0.046,0.1,1.0,475.0,203.0,11672.0,2025.0,1649.0,instances/bms/100/paper4,488.0,100-02-ASP-reachability/bms3000/paper4.lp.log.gz,174.0,1.0,1,86,86.0,8.0,0.1,0.0,opt,9245.0,0.0,,0.049,20.0,NaN,4110.0,97.0,1.0,268.0,195.0,26.0,194.0,293.0,1.0,0.0,34.0
1.0,20348.0,4521.0,343631.0,,,4.015,4.1,1.0,163620.0,4537.0,1312362.0,2025.0,17139.0,instances/bms/100/sum,13689.0,100-02-ASP-reachability/bms3000/sum.lp.log.gz,393.0,1.0,1,42,42.0,16.0,4.1,8.0,opt,358673.0,0.1,,4.034,20.0,NaN,334071.0,2403.0,182.0,2467.0,4521.0,138.0,4339.0,9168.0,1.0,0.0,148.0
1.0,4832.0,222.0,4121.0,,,0.043,0.1,1.0,487.0,242.0,8772.0,2025.0,1529.0,instances/bms/100/cp.html,396.0,100-02-ASP-reachability/bms3000/cp.html.lp.log.gz,146.0,1.0,1,76,76.0,20.0,0.2,0.0,opt,8125.0,0.0,,0.053,20.0,NaN,3194.0,100.0,3.0,248.0,222.0,22.0,219.0,174.0,1.0,0.0,45.0
1.0,5868.0,65.0,8440.0,,,0.055,0.1,1.0,731.0,72.0,23808.0,2025.0,2114.0,instances/bms/100/world192.txt,390.0,100-02-ASP-reachability/bms3000/world192.txt.lp.log.gz,222.0,1.0,1,84,84.0,7.0,0.1,0.0,opt,13373.0,0.0,,0.058,20.0,NaN,7332.0,124.0,4.0,335.0,65.0,34.0,61.0,325.0,1.0,0.0,7.0
1.0,21642.0,7252.0,309465.0,,,15.535,15.6,1.0,84260.0,7256.0,1170543.0,2025.0,18857.0,instances/bms/100/fibonacci.16,62304.0,100-02-ASP-reachability/bms3000/fibonacci.16.lp.log.gz,40.0,1.0,1,4,4.0,4.0,15.7,26.0,opt,325219.0,0.1,,15.622,20.0,NaN,298988.0,3530.0,57.0,2694.0,7252.0,200.0,7195.0,55052.0,1.0,0.0,609.0
1.0,25425.0,883.0,456651.0,,,4.28,4.4,1.0,28101.0,897.0,1747249.0,2025.0,22224.0,instances/bms/100/binary-de-brujin.11,11643.0,100-02-ASP-reachability/bms3000/binary-de-brujin.11.lp.log.gz,117.0,1.0,1,14,14.0,14.0,4.4,0.0,opt,475226.0,0.1,,4.299,20.0,NaN,444250.0,4996.0,83.0,3175.0,883.0,200.0,800.0,10760.0,1.0,0.0,67.0
