Answer,Atoms,Backjumps,Bodies,Bounds LB,Bounds UB,CPU Time,CPU time,Calls,Choices,Conflicts,Constraints,Date,Equivalences,Instance,Lemmas,Log,Model-Level,Models,Obj updates,Obj val,Optimization,Problems,Real time,Restarts,Result,Rules,Sys time,TIME LIMIT,Time,Uptime,Used memory,Variables,c   Binary,c   Bounded,c   Choice,c   Conflict,c   Count,c   Executed,c   Loop,c   Minimize,c   Other,c   Ternary
,109201.0,14623440.0,96358.0,167,*,3576.31,3576.4,1.0,22186723.0,14623548.0,55751.0,2025.0,72358.0,instances/bms/500/bible.txt,14623440.0,500-04-ASP-order/bms3000/bible.txt.lp.log.gz,,0.0,0,0,,109.0,3600.1,9748.0,unknown,184222.0,1.6,1.0,3600.005,13.0,NaN,55352.0,150.0,38.0,10273.0,14623440.0,258.0,14623402.0,0.0,1.0,0.0,3586.0
1.0,77413.0,528331.0,68000.0,,,24.032,24.1,1.0,1219532.0,528445.0,44060.0,2025.0,47638.0,instances/bms/500/fields.c,528331.0,500-04-ASP-order/bms3000/fields.c.lp.log.gz,1660.0,1.0,1,251,251.0,114.0,24.3,417.0,opt,131273.0,0.1,,24.139,12.0,NaN,41180.0,89.0,49.0,6757.0,528331.0,136.0,528282.0,0.0,1.0,0.0,1710.0
,96091.0,15562283.0,84814.0,160,*,3584.206,3584.3,1.0,22793932.0,15562382.0,51784.0,2025.0,62254.0,instances/bms/500/grammar.lsp,15562283.0,500-04-ASP-order/bms3000/grammar.lsp.lp.log.gz,,0.0,0,0,,99.0,3600.1,9882.0,unknown,162485.0,0.2,1.0,3599.999,13.0,NaN,49466.0,106.0,35.0,8829.0,15562283.0,202.0,15562248.0,0.0,1.0,0.0,1990.0
,47540.0,21287047.0,39481.0,3,*,3585.284,3585.3,1.0,176741876.0,21287049.0,14660.0,2025.0,35919.0,instances/bms/500/alphabet.txt,21287047.0,500-04-ASP-order/bms3000/alphabet.txt.lp.log.gz,,0.0,0,0,,3.0,3600.1,70986.0,unknown,75901.0,0.2,1.0,3600.021,14.0,NaN,19740.0,5.0,0.0,5060.0,21287047.0,500.0,21287047.0,0.0,1.0,0.0,10978.0
,74297.0,98332008.0,65215.0,295,*,3584.73,3584.8,1.0,198028711.0,98332128.0,42415.0,2025.0,45238.0,instances/bms/500/paper4,98332008.0,500-04-ASP-order/bms3000/paper4.lp.log.gz,,0.0,0,0,,121.0,3600.1,54784.0,unknown,126100.0,0.1,1.0,3600.001,14.0,NaN,39766.0,131.0,58.0,6417.0,98332008.0,115.0,98331950.0,0.0,1.0,0.0,1700.0
1.0,690758.0,10295.0,612910.0,,,6.149,6.3,1.0,1614158.0,10346.0,235277.0,2025.0,524636.0,instances/bms/500/sum,10295.0,500-04-ASP-order/bms3000/sum.lp.log.gz,7822.0,1.0,1,153,153.0,51.0,6.4,10.0,opt,1153094.0,0.2,,6.182,13.0,NaN,313697.0,1.0,7.0,74935.0,10295.0,374.0,10288.0,0.0,1.0,0.0,95.0
1.0,67978.0,1877942.0,59559.0,,,152.836,0.0,1.0,3227656.0,1878058.0,41738.0,2025.0,40366.0,instances/bms/500/cp.html,1877942.0,500-04-ASP-order/bms3000/cp.html.lp.log.gz,1101.0,1.0,1,216,216.0,116.0,153.6,1124.0,opt,115528.0,0.0,,153.5,12.0,NaN,36951.0,154.0,80.0,5713.0,1877942.0,84.0,1877862.0,0.0,1.0,0.0,2582.0
1.0,75779.0,233520.0,66959.0,,,7.795,7.9,1.0,683301.0,233640.0,44066.0,2025.0,46392.0,instances/bms/500/world192.txt,233520.0,500-04-ASP-order/bms3000/world192.txt.lp.log.gz,1590.0,1.0,1,253,253.0,120.0,8.4,203.0,opt,128951.0,0.1,,8.214,12.0,NaN,40448.0,75.0,49.0,6575.0,233520.0,112.0,233471.0,0.0,1.0,0.0,1465.0
,612175.0,7914519.0,543361.0,4,*,3584.225,3584.3,1.0,80175050.0,7914522.0,223755.0,2025.0,464116.0,instances/bms/500/fibonacci.16,7914519.0,500-04-ASP-order/bms3000/fibonacci.16.lp.log.gz,,0.0,0,0,,4.0,3600.1,25043.0,unknown,1022102.0,0.2,1.0,3600.002,14.0,NaN,278936.0,99.0,0.0,66231.0,7914519.0,472.0,7914519.0,0.0,1.0,0.0,4444.0
,587756.0,11315835.0,521278.0,56,*,3582.015,3582.1,1.0,49249257.0,11315890.0,215413.0,2025.0,444852.0,instances/bms/500/binary-de-brujin.11,11315835.0,500-04-ASP-order/bms3000/binary-de-brujin.11.lp.log.gz,,0.0,0,0,,56.0,3600.1,5417.0,unknown,981103.0,0.2,1.0,3600.001,13.0,NaN,267861.0,49.0,55.0,63479.0,11315835.0,473.0,11315780.0,0.0,1.0,0.0,2309.0
,77684.0,85690725.0,68512.0,282,*,3584.854,3584.9,1.0,187748817.0,85690833.0,43729.0,2025.0,47932.0,instances/bms/500/book1,85690725.0,500-04-ASP-order/bms3000/book1.lp.log.gz,,0.0,0,0,,109.0,3600.1,91791.0,unknown,131938.0,0.1,1.0,3600.003,13.0,NaN,41249.0,123.0,66.0,6795.0,85690725.0,135.0,85690659.0,0.0,1.0,0.0,1393.0
