CPU time,Date,Instance,Log,Obj updates,Obj val,Real time,Result,Sys time,Time taken,Uptime,Used memory
20.9,2024.0,instances/bms/100/obj1,100-13-MaxSAT-PySAT-mgh/bms/100/obj1.gz.log.gz,1,11,21.1,opt,0.9,20.3231,1.0,NaN
33.4,2024.0,instances/bms/100/alice29.txt,100-13-MaxSAT-PySAT-mgh/bms/100/alice29.txt.gz.log.gz,1,50,33.6,opt,0.2,33.2923,1.0,NaN
11.1,2024.0,instances/bms/100/progl,100-13-MaxSAT-PySAT-mgh/bms/100/progl.gz.log.gz,1,25,11.5,opt,0.5,10.9006,1.0,NaN
1.2,2024.0,instances/bms/100/obj2,100-13-MaxSAT-PySAT-mgh/bms/100/obj2.gz.log.gz,1,58,1.4,opt,0.1,1.0411,1.0,NaN
0.3,2024.0,instances/bms/100/asyoulik.txt,100-13-MaxSAT-PySAT-mgh/bms/100/asyoulik.txt.gz.log.gz,1,84,0.3,opt,0.1,0.1075,1.0,NaN
0.3,2024.0,instances/bms/100/paper4,100-13-MaxSAT-PySAT-mgh/bms/100/paper4.gz.log.gz,1,86,0.3,opt,0.1,0.1458,1.0,NaN
25.2,2024.0,instances/bms/100/aaa.txt,100-13-MaxSAT-PySAT-mgh/bms/100/aaa.txt.gz.log.gz,1,2,25.5,opt,1.1,24.4285,1.0,NaN
0.4,2024.0,instances/bms/100/paper6,100-13-MaxSAT-PySAT-mgh/bms/100/paper6.gz.log.gz,1,73,0.7,opt,0.1,0.3009,1.0,NaN
79.8,2024.0,instances/bms/100/vtm.11,100-13-MaxSAT-PySAT-mgh/bms/100/vtm.11.gz.log.gz,1,10,80.4,opt,0.3,79.9662,1.0,NaN
0.3,2024.0,instances/bms/100/fields.c,100-13-MaxSAT-PySAT-mgh/bms/100/fields.c.gz.log.gz,1,92,0.4,opt,0.1,0.1703,1.0,NaN
0.3,2024.0,instances/bms/100/book1,100-13-MaxSAT-PySAT-mgh/bms/100/book1.gz.log.gz,1,87,0.3,opt,0.1,0.1593,1.0,NaN
0.4,2024.0,instances/bms/100/grammar.lsp,100-13-MaxSAT-PySAT-mgh/bms/100/grammar.lsp.gz.log.gz,1,76,0.6,opt,0.1,0.1965,1.0,NaN
