Acyc-Edges,Answer,Atoms,Backjumps,Bodies,Bounds LB,Bounds UB,CPU Time,CPU time,Calls,Choices,Conflicts,Constraints,Date,Equivalences,Instance,Lemmas,Log,Model-Level,Models,Obj updates,Obj val,Optimization,Problems,Real time,Restarts,Result,Rules,Sys time,TIME LIMIT,Time,Uptime,Used memory,Variables,c   Acyc,c   Binary,c   Bounded,c   Choice,c   Conflict,c   Count,c   Executed,c   Loop,c   Minimize,c   Other,c   Ternary
225100.0,1.0,588440.0,303521.0,696278.0,,,45.449,45.7,1.0,11447538.0,304046.0,359352.0,2026.0,568604.0,instances/bms/2000/paper4,1276524.0,06-ASP-edge-trendy-usc-2000/bms3000/paper4.lp.log.gz,16193.0,1.0,1,698,698.0,525.0,46.0,443.0,opt,1280882.0,0.2,,45.706,23.0,NaN,243868.0,225100.0,326.0,203.0,114550.0,303521.0,1831.0,303318.0,973003.0,1.0,0.0,18723.0
2125790.0,,5339921.0,6651766.0,6398235.0,464,*,3582.469,3582.6,1.0,281582339.0,6652160.0,5365007.0,2026.0,5320032.0,instances/bms/2000/sum,45588866.0,06-ASP-edge-trendy-usc-2000/bms3000/sum.lp.log.gz,,0.0,0,0,,395.0,3600.2,17683.0,unknown,11734490.0,1.1,1.0,3600.01,0.0,NaN,2144492.0,2125790.0,487.0,358.0,1064895.0,6651766.0,1742.0,6651408.0,38937100.0,1.0,0.0,71010.0
198232.0,,521322.0,25054477.0,616388.0,681,*,3583.952,3584.0,1.0,36826801.0,25054922.0,317587.0,2026.0,501500.0,instances/bms/2000/world192.txt,25091513.0,06-ASP-edge-trendy-usc-2000/bms3000/world192.txt.lp.log.gz,,0.0,0,0,,446.0,3600.1,15528.0,unknown,1133848.0,0.2,1.0,3600.002,0.0,NaN,217020.0,198232.0,253.0,131.0,101116.0,25054477.0,1800.0,25054346.0,37036.0,1.0,0.0,6076.0
246324.0,1.0,641448.0,130162.0,760075.0,,,26.513,26.7,1.0,4911306.0,130701.0,387724.0,2026.0,621717.0,instances/bms/2000/book1,744049.0,06-ASP-edge-trendy-usc-2000/bms3000/book1.lp.log.gz,9014.0,1.0,1,732,732.0,539.0,26.9,194.0,opt,1397635.0,0.2,,26.638,23.0,NaN,265014.0,246324.0,218.0,168.0,125162.0,130162.0,1841.0,129994.0,613887.0,1.0,0.0,15310.0
184510.0,1.0,487064.0,1435899.0,574519.0,,,92.944,93.2,1.0,12084408.0,1436423.0,297584.0,2026.0,467245.0,instances/bms/2000/asyoulik.txt,3110783.0,06-ASP-edge-trendy-usc-2000/bms3000/asyoulik.txt.lp.log.gz,17739.0,1.0,1,716,716.0,524.0,93.7,1489.0,opt,1057714.0,0.2,,93.438,23.0,NaN,203317.0,184510.0,451.0,174.0,94255.0,1435899.0,1841.0,1435725.0,1674884.0,1.0,0.0,22031.0
3998000.0,1.0,10017979.0,1.0,12011980.0,,,102.1,103.4,1.0,10.0,4.0,10036940.0,2026.0,10000999.0,instances/bms/2000/pic,1999.0,06-ASP-edge-trendy-usc-2000/bms3000/pic.lp.log.gz,2.0,1.0,1,2,2.0,3.0,103.8,0.0,opt,22025962.0,2.0,,102.478,23.0,NaN,4013979.0,3998000.0,1.0,0.0,2001000.0,1.0,1997.0,1.0,1998.0,1.0,0.0,1.0
212712.0,,557572.0,51193275.0,659662.0,739,*,3580.666,3580.7,1.0,106181531.0,51193802.0,338499.0,2026.0,537688.0,instances/bms/2000/paper3,122086547.0,06-ASP-edge-trendy-usc-2000/bms3000/paper3.lp.log.gz,,0.0,0,0,,528.0,3600.1,39553.0,unknown,1213386.0,0.2,1.0,3600.0,0.0,NaN,231554.0,212712.0,344.0,198.0,108356.0,51193274.0,1781.0,51193077.0,70893273.0,1.0,0.0,18039.0
3998000.0,1.0,10017979.0,1.0,12011980.0,,,102.272,103.7,1.0,10.0,4.0,10036940.0,2026.0,10000999.0,instances/bms/2000/ptt5,1999.0,06-ASP-edge-trendy-usc-2000/bms3000/ptt5.lp.log.gz,2.0,1.0,1,2,2.0,3.0,104.0,0.0,opt,22025962.0,1.9,,102.579,23.0,NaN,4013979.0,3998000.0,1.0,0.0,2001000.0,1.0,1997.0,1.0,1998.0,1.0,0.0,1.0
3998000.0,1.0,10017979.0,1.0,12011980.0,,,108.695,109.9,1.0,10.0,4.0,10036940.0,2026.0,10000999.0,instances/bms/2000/aaa.txt,1999.0,06-ASP-edge-trendy-usc-2000/bms3000/aaa.txt.lp.log.gz,2.0,1.0,1,2,2.0,3.0,110.4,0.0,opt,22025962.0,2.0,,109.141,23.0,NaN,4013979.0,3998000.0,1.0,0.0,2001000.0,1.0,1997.0,1.0,1998.0,1.0,0.0,1.0
62224.0,1.0,166560.0,159.0,192673.0,,,1.145,1.2,1.0,177336.0,513.0,58001.0,2026.0,161559.0,instances/bms/2000/random.txt,666.0,06-ASP-edge-trendy-usc-2000/bms3000/random.txt.lp.log.gz,36482.0,1.0,1,1595,1595.0,354.0,1.3,0.0,opt,355233.0,0.1,,1.16,23.0,NaN,66224.0,62224.0,9.0,53.0,33112.0,159.0,2000.0,106.0,507.0,1.0,0.0,371.0
218278.0,1.0,571400.0,15270308.0,676148.0,,,909.605,909.8,1.0,46374372.0,15270850.0,348072.0,2026.0,551583.0,instances/bms/2000/paper2,41067529.0,06-ASP-edge-trendy-usc-2000/bms3000/paper2.lp.log.gz,15292.0,1.0,1,742,742.0,542.0,913.8,8404.0,opt,1243723.0,0.2,,913.551,0.0,NaN,237045.0,218278.0,436.0,222.0,111139.0,15270308.0,1778.0,15270086.0,25797221.0,1.0,0.0,25588.0
398822.0,1.0,1022620.0,6887178.0,1217032.0,,,2192.909,2193.3,1.0,147982266.0,6887836.0,628018.0,2026.0,1003054.0,instances/bms/2000/pi.txt,117568493.0,06-ASP-edge-trendy-usc-2000/bms3000/pi.txt.lp.log.gz,12526.0,1.0,1,658,658.0,658.0,2206.2,4825.0,opt,2235689.0,0.6,,2205.798,0.0,NaN,417387.0,398822.0,1417.0,367.0,201411.0,6887178.0,1963.0,6886811.0,110681315.0,1.0,0.0,122859.0
