CPU time,Date,Instance,Log,Obj updates,Obj val,Real time,Result,Sys time,Time taken,Uptime,Used memory
0.3,2024.0,instances/bms/100/news,100-12-MaxSAT-PySAT-g42/bms/100/news.gz.log.gz,1,80,0.3,opt,0.1,0.0869,1.0,NaN
39.7,2024.0,instances/bms/100/power2.11,100-12-MaxSAT-PySAT-g42/bms/100/power2.11.gz.log.gz,1,9,39.8,opt,0.9,39.0906,1.0,NaN
1.2,2024.0,instances/bms/100/bible.txt,100-12-MaxSAT-PySAT-g42/bms/100/bible.txt.gz.log.gz,1,64,1.2,opt,0.1,1.0418,1.0,NaN
9.3,2024.0,instances/bms/100/fibonacci.16,100-12-MaxSAT-PySAT-g42/bms/100/fibonacci.16.gz.log.gz,1,4,9.5,opt,0.4,8.9732,1.0,NaN
0.4,2024.0,instances/bms/100/progc,100-12-MaxSAT-PySAT-g42/bms/100/progc.gz.log.gz,1,80,0.4,opt,0.1,0.2412,1.0,NaN
1.5,2024.0,instances/bms/100/lcet10.txt,100-12-MaxSAT-PySAT-g42/bms/100/lcet10.txt.gz.log.gz,1,64,1.6,opt,0.1,1.3557,1.0,NaN
21.3,2024.0,instances/bms/100/obj1,100-12-MaxSAT-PySAT-g42/bms/100/obj1.gz.log.gz,1,11,21.5,opt,0.9,20.7614,1.0,NaN
38.9,2024.0,instances/bms/100/alice29.txt,100-12-MaxSAT-PySAT-g42/bms/100/alice29.txt.gz.log.gz,1,50,39.0,opt,0.2,38.7213,1.0,NaN
11.0,2024.0,instances/bms/100/progl,100-12-MaxSAT-PySAT-g42/bms/100/progl.gz.log.gz,1,25,11.1,opt,0.5,10.639,1.0,NaN
2.1,2024.0,instances/bms/100/obj2,100-12-MaxSAT-PySAT-g42/bms/100/obj2.gz.log.gz,1,58,2.2,opt,0.1,1.9435,1.0,NaN
0.3,2024.0,instances/bms/100/asyoulik.txt,100-12-MaxSAT-PySAT-g42/bms/100/asyoulik.txt.gz.log.gz,1,84,0.3,opt,0.1,0.0935,1.0,NaN
0.3,2024.0,instances/bms/100/paper4,100-12-MaxSAT-PySAT-g42/bms/100/paper4.gz.log.gz,1,86,0.3,opt,0.1,0.0992,1.0,NaN
25.5,2024.0,instances/bms/100/aaa.txt,100-12-MaxSAT-PySAT-g42/bms/100/aaa.txt.gz.log.gz,1,2,25.7,opt,1.1,24.8529,1.0,NaN
0.4,2024.0,instances/bms/100/paper6,100-12-MaxSAT-PySAT-g42/bms/100/paper6.gz.log.gz,1,73,0.4,opt,0.1,0.2135,1.0,NaN
96.4,2024.0,instances/bms/100/vtm.11,100-12-MaxSAT-PySAT-g42/bms/100/vtm.11.gz.log.gz,1,10,96.8,opt,0.3,96.474,1.0,NaN
0.3,2024.0,instances/bms/100/fields.c,100-12-MaxSAT-PySAT-g42/bms/100/fields.c.gz.log.gz,1,92,0.3,opt,0.1,0.151,1.0,NaN
0.3,2024.0,instances/bms/100/book1,100-12-MaxSAT-PySAT-g42/bms/100/book1.gz.log.gz,1,87,0.3,opt,0.1,0.1397,1.0,NaN
0.3,2024.0,instances/bms/100/grammar.lsp,100-12-MaxSAT-PySAT-g42/bms/100/grammar.lsp.gz.log.gz,1,76,0.4,opt,0.1,0.176,1.0,NaN
