CPU time,Date,Instance,Log,Mono,No. effective iterative eliminations,Obj updates,Obj val,Real time,Result,Sys time,UB=1 fails_ cnfls=0_ hcnfls=0_ core 0_ tier2 0_ local 0_ quasiC,UB=128 fails_ cnfls=1300_ hcnfls=219_ core 231_ tier2 5_ local 1466_ quasiC,UB=128 fails_ cnfls=24_ hcnfls=11_ core 9_ tier2 1_ local 11_ quasiC,UB=128 fails_ cnfls=30_ hcnfls=15_ core 22_ tier2 2_ local 9_ quasiC,UB=128 fails_ cnfls=7_ hcnfls=7_ core 0_ tier2 0_ local 0_ quasiC,UB=128 fails_ cnfls=8_ hcnfls=7_ core 0_ tier2 0_ local 0_ quasiC,UB=16 fails_ cnfls=4_ hcnfls=4_ core 0_ tier2 0_ local 0_ quasiC,UB=2 fails_ cnfls=1_ hcnfls=1_ core 0_ tier2 0_ local 0_ quasiC,UB=256 fails_ cnfls=2439_ hcnfls=424_ core 369_ tier2 39_ local 2213_ quasiC,UB=256 fails_ cnfls=4752_ hcnfls=741_ core 458_ tier2 63_ local 5115_ quasiC,UB=256 fails_ cnfls=8_ hcnfls=8_ core 0_ tier2 0_ local 0_ quasiC,UB=32 fails_ cnfls=5_ hcnfls=5_ core 0_ tier2 0_ local 0_ quasiC,UB=4 fails_ cnfls=2_ hcnfls=2_ core 0_ tier2 0_ local 0_ quasiC,UB=64 fails_ cnfls=6_ hcnfls=6_ core 0_ tier2 0_ local 0_ quasiC,UB=8 fails_ cnfls=3_ hcnfls=3_ core 0_ tier2 0_ local 0_ quasiC,Uptime,Used memory,activeSoftLits 736_ Cardinality clauses,activeSoftLits 780_ Cardinality clauses,activeSoftLits 785_ Cardinality clauses,activeSoftLits 786_ Cardinality clauses,activeSoftLits 788_ Cardinality clauses,activeSoftLits 792_ Cardinality clauses,activeSoftLits 799_ Cardinality clauses,activeSoftLits 804_ Cardinality clauses,activeSoftLits 807_ Cardinality clauses,activeSoftLits 810_ Cardinality clauses,activeSoftLits 811_ Cardinality clauses,activeSoftLits 816_ Cardinality clauses,activeSoftLits 830_ Cardinality clauses,activeSoftLits 832_ Cardinality clauses,activeSoftLits 834_ Cardinality clauses,activeSoftLits 840_ Cardinality clauses,activeSoftLits 845_ Cardinality clauses,activeSoftLits 847_ Cardinality clauses,activeSoftLits 872_ Cardinality clauses,activeSoftLits 931_ Cardinality clauses,activeSoftLits 941_ Cardinality clauses,activeSoftLits 999_ Cardinality clauses,finally_ there are 1 isets (nb unitIsets,finally_ there are 4 isets (nb unitIsets,finally_ there are 736 isets (nb unitIsets,finally_ there are 780 isets (nb unitIsets,finally_ there are 786 isets (nb unitIsets,finally_ there are 788 isets (nb unitIsets,finally_ there are 792 isets (nb unitIsets,finally_ there are 799 isets (nb unitIsets,finally_ there are 804 isets (nb unitIsets,finally_ there are 807 isets (nb unitIsets,finally_ there are 810 isets (nb unitIsets,finally_ there are 811 isets (nb unitIsets,finally_ there are 816 isets (nb unitIsets,finally_ there are 830 isets (nb unitIsets,finally_ there are 832 isets (nb unitIsets,finally_ there are 834 isets (nb unitIsets,finally_ there are 840 isets (nb unitIsets,finally_ there are 845 isets (nb unitIsets,finally_ there are 847 isets (nb unitIsets,finally_ there are 872 isets (nb unitIsets,finally_ there are 931 isets (nb unitIsets,finally_ there are 999 isets (nb unitIsets,fixedCostBySearch 0_ nbSatSoftLits 0_ derivedCost 1_ttlFixedVars 2332(30841151)_ objForSearch,fixedCostBySearch 0_ nbSatSoftLits 0_ derivedCost 4_ttlFixedVars 4066(12564545)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 0_ttlFixedVars 1(23308568)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 0_ttlFixedVars 3069(10968560)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 0_ttlFixedVars 3873(15264335)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 0_ttlFixedVars 4173(17866371)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 1_ttlFixedVars 1144(7509294)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 1_ttlFixedVars 4470(17753761)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 1_ttlFixedVars 6554(17306633)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 12_ttlFixedVars 1936(9425283)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 12_ttlFixedVars 7236(13400092)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 2_ttlFixedVars 3910(13539464)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 3_ttlFixedVars 2414(8740836)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 3_ttlFixedVars 2542(5334749)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 3_ttlFixedVars 3013(11421749)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 3_ttlFixedVars 4804(15517535)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 4_ttlFixedVars 2641(11436566)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 4_ttlFixedVars 2968(11210372)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 4_ttlFixedVars 4678(44377911)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 5_ttlFixedVars 3464(8046431)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 6_ttlFixedVars 1950(8635214)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 7_ttlFixedVars 4996(26059573)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 9_ttlFixedVars 1281(29715823)_ objForSearch,fixedCostBySearch 1_ nbSatSoftLits 0_ derivedCost 9_ttlFixedVars 3631(19737110)_ objForSearch,initial LB,initial UB,nb soft clauses,provided UB,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 736)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 780)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 785)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 786)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 788)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 792)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 799)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 804)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 807)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 810)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 811)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 816)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 830)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 832)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 834)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 840)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 845)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 847)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 872)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 931)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 941)_ lk,prunedLB 0.00_ dev 0.00_ succRate 0.00_ nbSucc 0_ nbHardens 1 (fixed 999)_ lk,prunedLB 113.07_ dev 16.64_ succRate 0.68_ nbSucc 1071_ nbHardens 130 (fixed 23068)_ lk,prunedLB 122.38_ dev 3.08_ succRate 0.42_ nbSucc 16_ nbHardens 12 (fixed 2188)_ lk,prunedLB 123.93_ dev 2.05_ succRate 0.56_ nbSucc 14_ nbHardens 3 (fixed 1572)_ lk,prunedLB 127.00_ dev 0.00_ succRate 0.67_ nbSucc 2_ nbHardens 1 (fixed 799)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 128.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 16.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 2.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 238.85_ dev 8.41_ succRate 0.70_ nbSucc 2004_ nbHardens 820 (fixed 31951)_ lk,prunedLB 239.35_ dev 11.44_ succRate 0.65_ nbSucc 3948_ nbHardens 2447 (fixed 114438)_ lk,prunedLB 256.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 32.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 4.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 64.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 736)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 780)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 785)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 786)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 788)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 792)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 799)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 804)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 807)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 810)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 811)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 816)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 830)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 832)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 834)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 840)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 845)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 847)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 872)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 931)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 941)_ lk,prunedLB 8.00_ dev 0.00_ succRate 1.00_ nbSucc 1_ nbHardens 1 (fixed 999)_ lk,total nb of literals
6.1,2025.0,instances/bms/1000/paper1,1000-10-MaxSAT-MaxCDCL-openwbo/bms/1000/paper1.gz.log.gz,0.0,2.0,0,0,3700.0,unknown,0.4,0.0,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,23.0,NaN,,,,,7056.0,,,,,,,,,,,,,,,,,,,,,,,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,,,,,,,,,,,,,,,0.0,9.223372036854776e+18,1000.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,81196234.0
