Acyc-Edges,Answer,Atoms,Backjumps,Bodies,Bounds LB,Bounds UB,CPU Time,CPU time,Calls,Choices,Conflicts,Constraints,Date,Equivalences,Instance,Lemmas,Log,Model-Level,Models,Obj updates,Obj val,Optimization,Problems,Real time,Restarts,Result,Rules,Sys time,TIME LIMIT,Time,Uptime,Used memory,Variables,c   Acyc,c   Binary,c   Bounded,c   Choice,c   Conflict,c   Count,c   Executed,c   Loop,c   Minimize,c   Other,c   Ternary
420.0,1.0,4757.0,46.0,2013.0,,,0.027,0.1,1.0,222.0,62.0,1401.0,2025.0,1238.0,instances/bms/100/xargs.1,73.0,100-03-ASP-acyclicity/bms3000/xargs.1.lp.log.gz,149.0,1.0,1,81,81.0,16.0,0.1,0.0,opt,6661.0,0.0,,0.036,20.0,NaN,989.0,420.0,0.0,2.0,310.0,46.0,0.0,44.0,27.0,1.0,0.0,34.0
416.0,1.0,4338.0,358.0,1685.0,,,0.029,0.1,1.0,661.0,374.0,796.0,2025.0,1217.0,instances/bms/100/paper6,458.0,100-03-ASP-acyclicity/bms3000/paper6.lp.log.gz,174.0,1.0,1,73,73.0,16.0,0.2,0.0,opt,5905.0,0.1,,0.04,20.0,NaN,582.0,416.0,4.0,10.0,308.0,358.0,22.0,348.0,100.0,1.0,0.0,90.0
1112.0,1.0,7795.0,440.0,5522.0,,,0.043,0.1,1.0,691.0,450.0,4823.0,2025.0,2973.0,instances/bms/100/lcet10.txt,712.0,100-03-ASP-acyclicity/bms3000/lcet10.txt.lp.log.gz,126.0,1.0,1,64,64.0,10.0,0.1,0.0,opt,13222.0,0.0,,0.045,20.0,NaN,2987.0,1112.0,1.0,2.0,656.0,440.0,0.0,438.0,272.0,1.0,0.0,82.0
5478.0,1.0,26599.0,4645343.0,27191.0,,,379.817,379.9,1.0,5684743.0,4645350.0,27007.0,2025.0,13994.0,instances/bms/100/period-doubling.11,7350861.0,100-03-ASP-acyclicity/bms3000/period-doubling.11.lp.log.gz,21.0,1.0,1,7,7.0,7.0,381.9,2007.0,opt,53690.0,0.1,,381.828,20.0,NaN,16134.0,5478.0,46.0,9.0,2839.0,4645343.0,0.0,4645334.0,2705518.0,1.0,0.0,11662.0
520.0,1.0,4625.0,92.0,1989.0,,,0.026,0.1,1.0,400.0,107.0,870.0,2025.0,1512.0,instances/bms/100/plrabn12.txt,156.0,100-03-ASP-acyclicity/bms3000/plrabn12.txt.lp.log.gz,277.0,1.0,1,79,79.0,15.0,0.1,0.0,opt,6477.0,0.0,,0.028,20.0,NaN,695.0,520.0,0.0,2.0,360.0,92.0,26.0,90.0,64.0,1.0,0.0,48.0
8742.0,1.0,40079.0,6.0,41351.0,,,0.2,0.3,1.0,768.0,8.0,39430.0,2025.0,22136.0,instances/bms/100/obj1,514.0,100-03-ASP-acyclicity/bms3000/obj1.lp.log.gz,728.0,1.0,1,11,11.0,2.0,0.3,0.0,opt,81330.0,0.0,,0.202,20.0,NaN,23778.0,8742.0,0.0,0.0,4471.0,6.0,12.0,6.0,508.0,1.0,0.0,8.0
434.0,1.0,4404.0,97.0,1735.0,,,0.025,0.1,1.0,459.0,122.0,830.0,2025.0,1287.0,instances/bms/100/trans,108.0,100-03-ASP-acyclicity/bms3000/trans.lp.log.gz,231.0,1.0,1,70,70.0,25.0,0.1,0.0,opt,6004.0,0.0,,0.027,20.0,NaN,607.0,434.0,1.0,4.0,317.0,97.0,22.0,93.0,11.0,1.0,0.0,44.0
422.0,1.0,4380.0,18.0,1682.0,,,0.024,0.1,1.0,299.0,34.0,703.0,2025.0,1269.0,instances/bms/100/progp,29.0,100-03-ASP-acyclicity/bms3000/progp.lp.log.gz,272.0,1.0,1,82,82.0,16.0,0.1,0.0,opt,5927.0,0.0,,0.026,20.0,NaN,597.0,422.0,0.0,3.0,311.0,18.0,34.0,15.0,11.0,1.0,0.0,17.0
564.0,1.0,4774.0,213057.0,2221.0,,,5.441,5.5,1.0,222999.0,213078.0,1115.0,2025.0,1667.0,instances/bms/100/paper5,214516.0,100-03-ASP-acyclicity/bms3000/paper5.lp.log.gz,152.0,1.0,1,54,54.0,21.0,5.5,34.0,opt,6825.0,0.0,,5.459,20.0,NaN,752.0,564.0,6.0,17.0,382.0,213057.0,40.0,213040.0,1459.0,1.0,0.0,386.0
2196.0,1.0,12728.0,6935.0,10895.0,,,0.408,0.5,1.0,26989.0,6944.0,10429.0,2025.0,5705.0,instances/bms/100/alice29.txt,14346.0,100-03-ASP-acyclicity/bms3000/alice29.txt.lp.log.gz,86.0,1.0,1,50,50.0,9.0,0.5,9.0,opt,23529.0,0.0,,0.411,20.0,NaN,6282.0,2196.0,0.0,5.0,1198.0,6935.0,0.0,6930.0,7411.0,1.0,0.0,1514.0
5440.0,1.0,27380.0,26.0,27026.0,,,0.132,0.2,1.0,270.0,32.0,26783.0,2025.0,13833.0,instances/bms/100/progl,113.0,100-03-ASP-acyclicity/bms3000/progl.lp.log.gz,50.0,1.0,1,25,25.0,6.0,0.2,0.0,opt,54322.0,0.0,,0.134,20.0,NaN,16056.0,5440.0,0.0,0.0,2820.0,26.0,0.0,26.0,87.0,1.0,0.0,5.0
1350.0,1.0,6718.0,18929.0,4454.0,,,0.274,0.3,1.0,27907.0,18943.0,1938.0,2025.0,3609.0,instances/bms/100/kennedy.xls,35492.0,100-03-ASP-acyclicity/bms3000/kennedy.xls.lp.log.gz,277.0,1.0,1,58,58.0,14.0,0.4,0.0,opt,11021.0,0.0,,0.285,20.0,NaN,1531.0,1350.0,9.0,2.0,775.0,18929.0,61.0,18927.0,16563.0,1.0,0.0,531.0
990.0,1.0,5767.0,13.0,3195.0,,,0.03,0.1,1.0,265.0,36.0,1492.0,2025.0,2644.0,instances/bms/100/obj2,25.0,100-03-ASP-acyclicity/bms3000/obj2.lp.log.gz,238.0,1.0,1,58,58.0,23.0,0.1,0.0,opt,8848.0,0.0,,0.032,20.0,NaN,1154.0,990.0,0.0,1.0,595.0,13.0,39.0,12.0,12.0,1.0,0.0,10.0
4908.0,1.0,24034.0,15187743.0,24341.0,,,972.781,972.9,1.0,24200338.0,15187754.0,24147.0,2025.0,12569.0,instances/bms/100/paper-folding.10,58785095.0,100-03-ASP-acyclicity/bms3000/paper-folding.10.lp.log.gz,29.0,1.0,1,11,11.0,11.0,994.4,8386.0,opt,48275.0,2.3,,994.287,20.0,NaN,14424.0,4908.0,372.0,8.0,2554.0,15187743.0,0.0,15187735.0,43597352.0,1.0,0.0,13866.0
408.0,1.0,4621.0,2.0,2022.0,,,0.025,0.1,1.0,219.0,14.0,1275.0,2025.0,1214.0,instances/bms/100/bib,7.0,100-03-ASP-acyclicity/bms3000/bib.lp.log.gz,213.0,1.0,1,88,88.0,12.0,0.1,0.0,opt,6538.0,0.0,,0.027,20.0,NaN,871.0,408.0,0.0,1.0,304.0,2.0,0.0,1.0,5.0,1.0,0.0,6.0
8598.0,1.0,38800.0,99968.0,41050.0,,,12.418,12.5,1.0,613149.0,99976.0,39689.0,2025.0,21794.0,instances/bms/100/power2.11,543786.0,100-03-ASP-acyclicity/bms3000/power2.11.lp.log.gz,44.0,1.0,1,9,9.0,8.0,12.5,208.0,opt,79733.0,0.0,,12.474,20.0,NaN,23655.0,8598.0,11.0,13.0,4399.0,99968.0,10.0,99955.0,443818.0,1.0,0.0,2540.0
498.0,1.0,4591.0,30.0,1944.0,,,0.025,0.1,1.0,362.0,46.0,768.0,2025.0,1484.0,instances/bms/100/progc,43.0,100-03-ASP-acyclicity/bms3000/progc.lp.log.gz,330.0,1.0,1,80,80.0,16.0,0.1,0.0,opt,6383.0,0.0,,0.027,20.0,NaN,680.0,498.0,0.0,4.0,349.0,30.0,24.0,26.0,13.0,1.0,0.0,29.0
3158.0,1.0,17135.0,15987.0,15640.0,,,0.683,0.7,1.0,95993.0,15994.0,14991.0,2025.0,8116.0,instances/bms/100/geo,62913.0,100-03-ASP-acyclicity/bms3000/geo.lp.log.gz,159.0,1.0,1,41,41.0,7.0,0.7,14.0,opt,32709.0,0.0,,0.687,20.0,NaN,9246.0,3158.0,2.0,7.0,1679.0,15987.0,0.0,15980.0,46926.0,1.0,0.0,667.0
138.0,1.0,3574.0,0.0,576.0,,,0.02,0.1,1.0,132.0,2.0,150.0,2025.0,437.0,instances/bms/100/random.txt,0.0,100-03-ASP-acyclicity/bms3000/random.txt.lp.log.gz,133.0,1.0,1,99,99.0,2.0,0.1,0.0,opt,4085.0,0.0,,0.022,20.0,NaN,281.0,138.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2408.0,,8468.0,63742336.0,7525.0,13,*,3585.972,3586.0,1.0,106333025.0,63742348.0,3787.0,2025.0,6319.0,instances/bms/100/quaternary-paper-folding.11,82400368.0,100-03-ASP-acyclicity/bms3000/quaternary-paper-folding.11.lp.log.gz,,0.0,0,0,,13.0,3600.1,135118.0,unknown,15793.0,0.1,1.0,3600.002,21.0,NaN,2608.0,2408.0,3453.0,4.0,1304.0,63742336.0,100.0,63742332.0,18658032.0,1.0,0.0,101403.0
4900.0,1.0,23998.0,264134.0,24301.0,,,22.601,22.7,1.0,343876.0,264142.0,24096.0,2025.0,12549.0,instances/bms/100/thue-morse.11,509612.0,100-03-ASP-acyclicity/bms3000/thue-morse.11.lp.log.gz,18.0,1.0,1,8,8.0,8.0,22.8,114.0,opt,48199.0,0.0,,22.697,20.0,NaN,14400.0,4900.0,21.0,2.0,2550.0,264134.0,0.0,264132.0,245478.0,1.0,0.0,5059.0
484.0,1.0,4484.0,25120.0,1764.0,,,0.279,0.3,1.0,38994.0,25134.0,740.0,2025.0,1355.0,instances/bms/100/paper2,66068.0,100-03-ASP-acyclicity/bms3000/paper2.lp.log.gz,163.0,1.0,1,77,77.0,14.0,0.3,3.0,opt,6146.0,0.0,,0.282,20.0,NaN,642.0,484.0,0.0,0.0,342.0,25120.0,27.0,25120.0,40948.0,1.0,0.0,575.0
3972.0,,20774.0,35388764.0,19661.0,7,*,3583.993,3584.1,1.0,46932075.0,35388770.0,19403.0,2025.0,10229.0,instances/bms/100/tribonacci.13,71356804.0,100-03-ASP-acyclicity/bms3000/tribonacci.13.lp.log.gz,,0.0,0,0,,7.0,3600.1,20142.0,unknown,40335.0,0.1,1.0,3600.006,21.0,NaN,11616.0,3972.0,1372.0,7.0,2086.0,35388764.0,0.0,35388757.0,35968040.0,1.0,0.0,24616.0
4902.0,1.0,24861.0,39660.0,24311.0,,,2.797,2.8,1.0,77656.0,39670.0,24112.0,2025.0,12554.0,instances/bms/100/kolakoski.17,272274.0,100-03-ASP-acyclicity/bms3000/kolakoski.17.lp.log.gz,42.0,1.0,1,10,10.0,10.0,2.9,25.0,opt,49072.0,0.0,,2.81,20.0,NaN,14406.0,4902.0,12.0,7.0,2551.0,39660.0,0.0,39653.0,232614.0,1.0,0.0,2608.0
938.0,1.0,5745.0,20.0,3115.0,,,0.032,0.1,1.0,511.0,45.0,1149.0,2025.0,2644.0,instances/bms/100/pi.txt,104.0,100-03-ASP-acyclicity/bms3000/pi.txt.lp.log.gz,372.0,1.0,1,71,71.0,25.0,0.1,0.0,opt,8660.0,0.0,,0.04,20.0,NaN,1138.0,938.0,0.0,4.0,569.0,20.0,100.0,16.0,84.0,1.0,0.0,51.0
3234.0,1.0,17453.0,231634.0,15971.0,,,10.114,10.2,1.0,342931.0,231644.0,15681.0,2025.0,8384.0,instances/bms/100/vtm.11,392097.0,100-03-ASP-acyclicity/bms3000/vtm.11.lp.log.gz,41.0,1.0,1,10,10.0,10.0,10.3,81.0,opt,33324.0,0.0,,10.158,20.0,NaN,9402.0,3234.0,15.0,4.0,1717.0,231634.0,0.0,231630.0,160463.0,1.0,0.0,4114.0
356.0,1.0,4212.0,16.0,1381.0,,,0.023,0.1,1.0,281.0,29.0,499.0,2025.0,1097.0,instances/bms/100/book2,38.0,100-03-ASP-acyclicity/bms3000/book2.lp.log.gz,205.0,1.0,1,83,83.0,13.0,0.1,0.0,opt,5457.0,0.0,,0.025,20.0,NaN,530.0,356.0,0.0,4.0,278.0,16.0,14.0,12.0,22.0,1.0,0.0,23.0
