Answer,Atoms,Backjumps,Bodies,Bounds LB,Bounds UB,CPU Time,CPU time,Calls,Choices,Conflicts,Constraints,Date,Equivalences,Instance,Lemmas,Log,Model-Level,Models,Obj updates,Obj val,Optimization,Problems,Real time,Restarts,Result,Rules,Sys time,TIME LIMIT,Time,Uptime,Used memory,Variables,c   Binary,c   Bounded,c   Choice,c   Conflict,c   Count,c   Executed,c   Loop,c   Minimize,c   Other,c   Ternary
1.0,30567.0,195805.0,320781.0,,,614.854,615.0,1.0,4981744.0,195873.0,1184556.0,2025.0,26931.0,instances/bms/300/bible.txt,247471.0,300-02-ASP-reachability/bms3000/bible.txt.lp.log.gz,1715.0,1.0,1,131,131.0,68.0,617.1,740.0,opt,342180.0,0.2,,616.956,10.0,NaN,306047.0,6892.0,94.0,3862.0,195805.0,481.0,195711.0,51666.0,1.0,0.0,3114.0
1.0,21157.0,61746.0,185203.0,,,58.031,58.1,1.0,1239030.0,61821.0,673234.0,2025.0,17498.0,instances/bms/300/fields.c,74204.0,300-02-ASP-reachability/bms3000/fields.c.lp.log.gz,2068.0,1.0,1,185,185.0,75.0,58.5,127.0,opt,199950.0,0.1,,58.297,11.0,NaN,175472.0,3243.0,77.0,2531.0,61746.0,383.0,61669.0,12458.0,1.0,0.0,656.0
,25221.0,965667.0,258745.0,137,*,3587.884,3587.9,1.0,12414464.0,965737.0,955341.0,2025.0,21578.0,instances/bms/300/grammar.lsp,1066303.0,300-02-ASP-reachability/bms3000/grammar.lsp.lp.log.gz,,0.0,0,0,,71.0,3600.1,1610.0,unknown,276340.0,0.3,1.0,3600.002,12.0,NaN,247089.0,6277.0,63.0,3105.0,965667.0,432.0,965604.0,100636.0,1.0,0.0,3248.0
,16788.0,15589912.0,51769.0,10,*,3583.204,3583.3,1.0,41520817.0,15589921.0,160259.0,2025.0,13187.0,instances/bms/300/alphabet.txt,15607778.0,300-02-ASP-reachability/bms3000/alphabet.txt.lp.log.gz,,0.0,0,0,,10.0,3600.1,8583.0,unknown,63289.0,0.2,1.0,3600.007,12.0,NaN,45132.0,1875.0,23.0,1884.0,15589912.0,600.0,15589889.0,17866.0,1.0,0.0,4086.0
1.0,18053.0,11176.0,84139.0,,,5.553,5.6,1.0,202477.0,11234.0,281342.0,2025.0,14424.0,instances/bms/300/paper4,17371.0,300-02-ASP-reachability/bms3000/paper4.lp.log.gz,1243.0,1.0,1,211,211.0,58.0,5.6,23.0,opt,96662.0,0.0,,5.575,11.0,NaN,76390.0,2436.0,64.0,2089.0,11176.0,430.0,11112.0,6195.0,1.0,0.0,432.0
,161290.0,731512.0,9531793.0,108,*,3583.278,3583.3,1.0,23593087.0,731585.0,37654290.0,2025.0,157671.0,instances/bms/300/sum,1261863.0,300-02-ASP-reachability/bms3000/sum.lp.log.gz,,0.0,0,0,,73.0,3600.1,409.0,unknown,9646755.0,1.8,1.0,3600.007,12.0,NaN,9442382.0,35593.0,55.0,22570.0,731512.0,444.0,731457.0,530351.0,1.0,0.0,5474.0
,17739.0,6135208.0,80935.0,138,*,3583.051,3583.1,1.0,10284025.0,6135274.0,269909.0,2025.0,14087.0,instances/bms/300/cp.html,6148163.0,300-02-ASP-reachability/bms3000/cp.html.lp.log.gz,,0.0,0,0,,67.0,3600.1,3686.0,unknown,93232.0,0.3,1.0,3600.011,11.0,NaN,73348.0,3085.0,18.0,2043.0,6135208.0,399.0,6135190.0,12955.0,1.0,0.0,1585.0
1.0,17981.0,741269.0,95589.0,,,381.055,381.1,1.0,1213131.0,741342.0,324755.0,2025.0,14307.0,instances/bms/300/world192.txt,751538.0,300-02-ASP-reachability/bms3000/world192.txt.lp.log.gz,1239.0,1.0,1,169,169.0,73.0,383.1,410.0,opt,108034.0,0.1,,383.007,11.0,NaN,87456.0,2817.0,45.0,2076.0,741269.0,327.0,741224.0,10269.0,1.0,0.0,910.0
,170806.0,52686.0,8060377.0,4,*,3584.957,3585.1,1.0,5712900.0,52690.0,31739238.0,2025.0,167621.0,instances/bms/300/fibonacci.16,2721344.0,300-02-ASP-reachability/bms3000/fibonacci.16.lp.log.gz,,0.0,0,0,,5.0,3600.2,143.0,unknown,8181791.0,1.6,1.0,3600.006,12.0,NaN,7965492.0,25853.0,19.0,23946.0,52686.0,600.0,52667.0,2668658.0,1.0,0.0,1163.0
1.0,165538.0,6242.0,7324705.0,,,349.333,350.5,1.0,2778284.0,6279.0,28813602.0,2025.0,161937.0,instances/bms/300/binary-de-brujin.11,166797.0,300-02-ASP-reachability/bms3000/binary-de-brujin.11.lp.log.gz,1289.0,1.0,1,36,36.0,37.0,351.7,21.0,opt,7442475.0,1.5,,350.512,10.0,NaN,7233068.0,41330.0,193.0,23134.0,6242.0,600.0,6049.0,160555.0,1.0,0.0,358.0
